,City Location,Company Name,Degree,Description,Job Title,Search Criteria,Source
3868,"Cincinnati, OH 45212 (Pleasant Ridge area)",Paycor,user+support,"
Train new users on Paycor systems remotely through desktop connections. Provide technical and payroll expertise to support the sales team on an as needed basis....",Sr. Guided Implementation Consultant,user+support,Indeed
3869,"Cincinnati, OH","Resolvit, LLC",user+support,"
Ability to provide process documentation, user training, and daily user problem resolution. Support users with daily process issues, effectively communicate...",Sr. JD Edwards Business Analyst,user+support,Indeed
3870,"Columbus, OH 43228 (Westland area)",Pomeroy IT Solutions,user+support,"
Complete ad hoc or project-based IT hardware installation tasks and support cabling projects as neededComplete staging / integration services of IT hardware as...",Service Technician,user+support,Indeed
3871,"Independence, KY 41051",Cengage Learning,user+support,"
The Desktop Support Technician 2 provides exceptionally high quality, professional desktop, laptop and office application support to internal user community...",Desktop Support Technician 2,user+support,Indeed
3872,"Upper Sandusky, OH 43351","Kalmbach Feeds, Inc.",user+support,"
{C}Help Desk & End User Hardware & Software Support (includes remote locations). {C}Application Support, Integration & Management....",IT - Systems Administrator,user+support,Indeed
3873,"Columbus, OH",Central Point Partners,user+support,"
Perform day-to-day administration in the environment, including operating system troubleshooting, disk management, backup and recovery, network resource...",System/Unix Administrator,user+support,Indeed
3874,"Columbus, OH 43235 (Northwest area)",Safelite Group,user+support,"
Provide guidance and training to Power Users to empower them to support various business units with little to no IT intervention....",Cognos Developer,user+support,Indeed
3875,"Cincinnati, OH","Intelligrated, Inc.",user+support,"
Participates in after-hours support on a rotating basis. Portfolio of automation equipment, software, service and support, Intelligrated....",Microsoft Exchange Engineer,user+support,Indeed
3876,"Dublin, OH",CareWorks Tech,user+support,"
Provide expert-level support and technical mentoring. Experience dealing with technical end-users in a support role....",Authorized ServiceNow Partner | CareWorks Tech,user+support,Indeed
3877,"Columbus, OH 43085 (Worthington area)",TTI,user+support,"
Act as point of contact between the marketing team and field to support marketing and sales activities. Duties and Responsibilities:....",Event Marketing Specialist,user+support,Indeed
3878,"Grove City, OH 43123",Merrill Corporation,user+support,"
Customer service support for on-going orders (i.e. Testing/regression testing of content, user workflow through manufacturing production....",Client Services Specialist SR,user+support,Indeed
3879,"Columbus, OH","ODW Logistics, Inc",user+support,"
Create, or support creation of, required reports in response to business user needs. Develop routines for end users to facilitate best practices database use....",Database Administrator,user+support,Indeed
3880,"Hamilton, OH 45011",Comcast,user+support,"
Provides day-to-day operational support of our internal customers/end users. Supports all aspects of developing the Information Technology team(s)....","Director, IT",user+support,Indeed
3881,"Mason, OH",Cognizant,user+support,"
Service Support & Maintenance:. Provide all support required during presales activities. Provide support in creation of a final project report....",Oracle RMB Technical Lead,user+support,Indeed
3882,"Blacklick, OH",McGraw-Hill Education,user+support,"
Director, Support & Test, the. Facilitate user acceptance testing & track quality metrics. Develop use cases and test scripts to validate system changes with...",Software Test Lead,user+support,Indeed
3883,"Cincinnati, OH",Cincinnati Children's Hospital,user+support,"
Provide computer support and third-tier problem resolution. Design, write and prepare complete user documentation including system training manuals for...",Consultant - Human Resources Information Systems,user+support,Indeed
3884,"Columbus, OH 43215 (Downtown area)","Sophisticated Systems, Inc.",user+support,"
The Client is planning a 1,500-query user implementation, with about 100 report developers. These tables are made available to data warehouse users in about 50...",Expect Cognos Administrator,user+support,Indeed
3885,"Cincinnati, OH",GE Digital,user+support,"
Design for optimal support and resiliency; Experience working with end users on Business Intelligence related requests to understand requirements and make...",Sr Staff Data Operations Engineer,user+support,Indeed
3886,"Columbus, OH",Henkel AG,user+support,"
Build business with key distributors in market area through sales to end users. Henkel’s - Diversified Markets’ Division utilizing the full line of products to...",Business Development Rep - Diversified Markets,user+support,Indeed
3887,"Columbus, OH",Photon,user+support,"
Addressing user questions concerning data integrity. Help maintain forecast, metrics, demand and capacity to support future and existing enhancements....",DB2 Engineer,user+support,Indeed
3888,"Columbus, OH",Accenture,user+support,"
Provide SAP application support in a timely manner. Provide support toward installation of application releases into production as directed....",Federal - System Developer Analyst,user+support,Indeed
3889,"Middletown, OH",Catholic Health Initiatives,user+support,"
Maintains life support equipment. Works collaboratively and supports efforts of team members. Provides technical support and assistance to Clinical Engineering...",Senior Biomedical Repair Technician (Atrium),user+support,Indeed
3890,"Cincinnati, OH 45227",Medpace,user+support,"
In-house administrative support for all levels of CRAs. User friendly CTMS system with electronic submission and approval of monitoring visit reports....",Clinical Research Associate - Independent Contractor,user+support,Indeed
3891,"Columbus, OH",JPMorgan Chase,user+support,"
Provide support to end users using a consultative approach. Support production applications in Oracle APEX and adhere to deployment protocols....","Oracle APEX Developer - Columbus OH, Wilmington DE",user+support,Indeed
3892,"Columbus, OH 43219 (Northeast area)",Lockheed Martin,user+support,"
Provide daily reports to support existing databases. Work directly with internal users to automate current process using Access, SSMS, BIDS, Visual Studio, SAP...",Accountant,user+support,Indeed
3893,"Cincinnati, OH","Enquirer Media - Cincinnati, OH",user+support,"
Create and maintain users, reset passwords and troubleshoot login issues. Complete any local/regional repeatable support requests related to integrity and...",SalesForce Analyst,user+support,Indeed
3894,"Dayton, OH",DCS Corp,user+support,"
Perform professional systems engineering tasks in support of the development and integration of avionics, sensors, weapon systems, subsystems, and support...",Systems Development Engineer,user+support,Indeed
3895,"Miamisburg, OH 45342",Kettering Health Network,user+support,"
Participate in on-call rotations to provide off-hours support. Coordinate user testing/validation with the appropriate Clinical Support/Informatics team members...",EPIC ANALYST SENIOR,user+support,Indeed
3896,"Marysville, OH",Softnice Inc,user+support,"
Work independently to analyze user needs and develop solutions that meets and exceeds the user requirements....",Server/Network Engineer must be US Citizen/GC Holder,user+support,Indeed
3897,"Cincinnati, OH",CBTS,user+support,"
Provide Tier 3 support and guidance to IT for all System and affiliate entities. 11:00 PM - 8:00 AM*....",Server Engineer II,user+support,Indeed
